token,lemma,upos,clique,stem,synonyms,hypernyms
day,day,NOUN,337,dai,24-hour interval|Clarence Day|Clarence Shepard Day Jr.|day|Day|daylight|daytime|mean solar day|sidereal day|solar day|twenty-four hour period|twenty-four hours,time unit|unit of time|time|calendar day|civil day|time period|period of time|period|work time|era|epoch|sidereal time|opportunity|chance
automatic,automatic,ADJ,337,automat,automatic|automatonlike|machinelike|reflex(a)|reflexive|robotic|robotlike,
analysis,analysis,NOUN,337,analysi,analysis|analytic thinking|depth psychology|psychoanalysis,investigation|investigating|reasoning|logical thinking|abstract thought|criticism|literary criticism|expressive style|style|calculus|infinitesimal calculus|psychotherapy
such,such,ADJ,337,such,such(a),
documents,document,NOUN,337,document,document|papers|text file|written document,writing|written material|piece of writing|representation|communication|computer file
needs,need,NOUN,337,need,demand|indigence|motivation|motive|need|pauperism|pauperization|penury|want,condition|status|necessity|essential|requirement|requisite|necessary|psychological feature|poverty|poorness|impoverishment
addressed,address,VERB,337,address,accost|address|call|come up to|cover|deal|direct|handle|plow|speak|treat|turn to,communicate|intercommunicate|label|target|aim|place|direct|point|use|utilize|utilise|apply|employ|address|turn to|access|broach|initiate|come|come up|align|aline|line up|adjust
however,however,ADV,338,howev,all the same|at the same time|even so|however|nevertheless|nonetheless|notwithstanding|still|withal|yet,NA
unavailability,unavailability,NOUN,338,unavail,inaccessibility|unavailability,inconvenience
sophisticated,sophisticate,ADJ,338,sophist,,NA
nlp,nlp,NOUN,338,nlp,human language technology|natural language processing|NLP,information science|informatics|information processing|IP
tools,tool,NOUN,338,tool,cock|creature|dick|instrument|pecker|prick|puppet|putz|shaft|tool,implement|means|agency|way|slave|penis|phallus|member
documents,document,NOUN,338,document,document|papers|text file|written document,writing|written material|piece of writing|representation|communication|computer file
written,write,VERB,338,write,compose|drop a line|indite|pen|save|spell|write,create verbally|communicate|intercommunicate|correspond|make|create|trace|draw|line|describe|delineate|record|tape|create by mental act|create mentally
indian,indian,ADJ,338,indian,Amerind|Amerindic|Indian|Native American,
regional,regional,ADJ,338,region,regional,
languages,language,NOUN,338,languag,language|linguistic communication|linguistic process|lyric|nomenclature|oral communication|speech|speech communication|spoken communication|spoken language|terminology|voice communication|words,communication|auditory communication|text|textual matter|higher cognitive process|faculty|mental faculty|module|word
grossly,grossly,ADV,338,grossli,grossly,
resourced,resource,VERB,338,resourc,,NA
remain,remain,VERB,338,remain,continue|persist|remain|rest|stay|stay on,be
poorly,poorly,ADV,338,poorli,badly|ill|poorly,
analyzed,analyze,VERB,338,analyz,analyse|analyze|break down|canvass|dissect|examine|psychoanalyse|psychoanalyze|study|take apart,treat|care for
demonstrate,demonstrate,VERB,339,demonstr,attest|certify|demo|demonstrate|establish|evidence|exhibit|manifest|march|present|prove|shew|show,show|confirm|corroborate|sustain|substantiate|support|affirm|testify|bear witness|prove|evidence|protest|resist|dissent
language,language,NOUN,339,languag,language|linguistic communication|linguistic process|lyric|nomenclature|oral communication|speech|speech communication|spoken communication|spoken language|terminology|voice communication|words,communication|auditory communication|text|textual matter|higher cognitive process|faculty|mental faculty|module|word
agnostic,agnostic,ADJ,339,agnost,agnostic|agnostical,
character,character,NOUN,339,charact,case|character|character reference|eccentric|fiber|fibre|fictional character|fictitious character|graph|grapheme|graphic symbol|lineament|part|persona|quality|reference|role|theatrical role|type,imaginary being|imaginary creature|property|attribute|dimension|trait|portrayal|characterization|enactment|personation|adult|grownup|repute|reputation|recommendation|testimonial|good word|written symbol|printed symbol
proposed,propose,VERB,339,propos,advise|aim|declare oneself|nominate|offer|pop the question|project|propose|purport|purpose|suggest,declare|plan|intend|mean|think|choose|take|select|pick out|request
method,method,NOUN,339,method,method|method acting,know-how|acting|playing|playacting|performing
using,use,VERB,339,us,apply|employ|expend|habituate|practice|use|utilise|utilize,consume|ingest|take in|take|have|exploit|work|act|move
xgb,xgb,NOUN,339,xgb,,NA
model,model,NOUN,339,model,example|exemplar|fashion model|framework|good example|manakin|manikin|mannequin|mannikin|model|modeling|modelling|poser|role model|simulation|theoretical account,hypothesis|possibility|theory|kind|sort|form|variety|assistant|helper|help|supporter|representation|ideal|leader|mental representation|internal representation
trained,train,VERB,339,train,aim|check|civilise|civilize|coach|condition|cultivate|develop|direct|discipline|educate|groom|prepare|rail|school|take|take aim|trail|train,teach|learn|instruct|study|read|take|develop|make grow|educate|polish|refine|fine-tune|down|position|exercise|work out|control|hold in|hold|contain|check|curb|moderate|ride|drag
english,english,NOUN,339,english,English|English language|English people|side,West Germanic|West Germanic language|nation|land|country|humanistic discipline|humanities|liberal arts|arts|spin
documents,document,NOUN,339,document,document|papers|text file|written document,writing|written material|piece of writing|representation|communication|computer file
predict,predict,NOUN,339,predict,,NA
keywords,keyword,NOUN,339,keyword,,NA
text,text,NOUN,339,text,school text|schoolbook|text|text edition|textbook|textual matter,matter|passage|book
written,write,VERB,339,write,compose|drop a line|indite|pen|save|spell|write,create verbally|communicate|intercommunicate|correspond|make|create|trace|draw|line|describe|delineate|record|tape|create by mental act|create mentally
indian,indian,ADJ,339,indian,Amerind|Amerindic|Indian|Native American,
languages,language,NOUN,339,languag,language|linguistic communication|linguistic process|lyric|nomenclature|oral communication|speech|speech communication|spoken communication|spoken language|terminology|voice communication|words,communication|auditory communication|text|textual matter|higher cognitive process|faculty|mental faculty|module|word
establish,establish,NOUN,340,establish,,NA
effectiveness,effectiveness,NOUN,340,effect,effectiveness|effectivity|effectuality|effectualness|potency|strength,power|powerfulness|power|powerfulness
proposed,propose,VERB,340,propos,advise|aim|declare oneself|nominate|offer|pop the question|project|propose|purport|purpose|suggest,declare|plan|intend|mean|think|choose|take|select|pick out|request
method,method,NOUN,340,method,method|method acting,know-how|acting|playing|playacting|performing
phases,phase,NOUN,340,phase,form|phase|phase angle|stage,time period|period of time|period|state of matter|state|point|point in time|appearance|visual aspect
first,first,ADV,341,first,first|first of all|first off|firstly|foremost,NA
phase,phase,NOUN,341,phase,form|phase|phase angle|stage,time period|period of time|period|state of matter|state|point|point in time|appearance|visual aspect
choose,choose,NOUN,341,choos,,NA
english,english,NOUN,341,english,English|English language|English people|side,West Germanic|West Germanic language|nation|land|country|humanistic discipline|humanities|liberal arts|arts|spin
document,document,NOUN,341,document,document|papers|text file|written document,writing|written material|piece of writing|representation|communication|computer file
predict,predict,NOUN,341,predict,,NA
keywords,keyword,NOUN,341,keyword,,NA
google,google,PROPN,342,googl,NA,NA
same,same,ADJ,342,same,like|same|same(p),
document,document,NOUN,342,document,document|papers|text file|written document,writing|written material|piece of writing|representation|communication|computer file
compare,compare,VERB,342,compar,compare|equate|liken,analyze|analyse|study|examine|canvass|be|consider|inflect
keywords,keyword,NOUN,342,keyword,,NA
predicted,predict,VERB,342,predict,anticipate|augur|auspicate|betoken|bode|call|forebode|forecast|foreshadow|foretell|omen|portend|predict|prefigure|presage|prognosticate|promise,guess|venture|pretend|hazard|bespeak|betoken|indicate|point|signal
translation,translation,NOUN,342,translat,displacement|interlingual rendition|rendering|transformation|translation|version,written record|written account|change of location|travel|change of integrity|transformation|organic process|biological process|paraphrase|paraphrasis|motion|movement|move
english,english,NOUN,342,english,English|English language|English people|side,West Germanic|West Germanic language|nation|land|country|humanistic discipline|humanities|liberal arts|arts|spin
choose,choose,NOUN,343,choos,,NA
translate,translate,VERB,343,translat,interpret|read|render|transform|translate|understand,repeat|reiterate|ingeminate|iterate|restate|retell|change|alter|modify|understand|transmit|transfer|transport|channel|channelize|channelise|move|displace|equal|be|paraphrase|rephrase|reword|determine|find|find out|ascertain
english,english,NOUN,343,english,English|English language|English people|side,West Germanic|West Germanic language|nation|land|country|humanistic discipline|humanities|liberal arts|arts|spin
document,document,NOUN,343,document,document|papers|text file|written document,writing|written material|piece of writing|representation|communication|computer file
over,over,ADV,343,over,all over|o'er|over,NA
article,article,NOUN,343,articl,article|clause,nonfiction|nonfictional prose|piece|artifact|artefact|section|subdivision|determiner|determinative
originally,originally,ADV,343,origin,earlier|in the beginning|in the first place|originally|primitively|to begin with,NA
written,write,VERB,343,write,compose|drop a line|indite|pen|save|spell|write,create verbally|communicate|intercommunicate|correspond|make|create|trace|draw|line|describe|delineate|record|tape|create by mental act|create mentally
so,so,ADV,343,so,and so|hence|indeed|so|then|thence|therefore|thus|thusly,NA
quality,quality,NOUN,343,qualiti,caliber|calibre|character|lineament|quality|timber|timbre|tone,attribute|degree|grade|level|property|dimension|sound property|social station|social status|social rank|rank
predicted,predict,VERB,343,predict,anticipate|augur|auspicate|betoken|bode|call|forebode|forecast|foreshadow|foretell|omen|portend|predict|prefigure|presage|prognosticate|promise,guess|venture|pretend|hazard|bespeak|betoken|indicate|point|signal
keywords,keyword,NOUN,343,keyword,,NA
compared,compare,VERB,343,compar,compare|equate|liken,analyze|analyse|study|examine|canvass|be|consider|inflect
standard,standard,ADJ,343,standard,received|standard|stock,
second,second,ADV,344,second,second|secondly,NA
phase,phase,NOUN,344,phase,form|phase|phase angle|stage,time period|period of time|period|state of matter|state|point|point in time|appearance|visual aspect
apply,apply,VERB,344,appli,apply|employ|enforce|give|go for|hold|implement|lend oneself|practice|put on|use|utilise|utilize,refer|pertain|relate|concern|come to|bear on|touch|touch on|have to do with|request|ask for|bespeak|call for|quest|cover|distribute|administer|mete out|deal|parcel out|lot|dispense|shell out|deal out|dish out|allot|dole out|compel|oblige|obligate|denote|give|dedicate|consecrate|commit|devote
same,same,ADJ,344,same,like|same|same(p),
xgb,xgb,NOUN,344,xgb,,NA
model,model,NOUN,344,model,example|exemplar|fashion model|framework|good example|manakin|manikin|mannequin|mannikin|model|modeling|modelling|poser|role model|simulation|theoretical account,hypothesis|possibility|theory|kind|sort|form|variety|assistant|helper|help|supporter|representation|ideal|leader|mental representation|internal representation
assamese,assamese,NOUN,344,assames,Asamiya|Assamese,Indian|Magadhan
language,language,NOUN,344,languag,language|linguistic communication|linguistic process|lyric|nomenclature|oral communication|speech|speech communication|spoken communication|spoken language|terminology|voice communication|words,communication|auditory communication|text|textual matter|higher cognitive process|faculty|mental faculty|module|word
documents,document,NOUN,344,document,document|papers|text file|written document,writing|written material|piece of writing|representation|communication|computer file
below,below,ADV,345,below,at a lower place|below|beneath|down the stairs|downstairs|infra|on a lower floor|to a lower place|under,NA
describe,describe,VERB,345,describ,account|delineate|depict|describe|discover|distinguish|draw|identify|key|key out|line|name|report|trace,set forth|expound|exposit|inform|mark
detail,detail,NOUN,345,detail,contingent|detail|item|particular|point,fact|part|portion|component part|component|constituent|discussion|treatment|discourse|gang|crew|work party|military unit|military force|military group|force
experiments,experiment,NOUN,345,experi,experiment|experimentation,scientific research|research project|inquiry|enquiry|research|venture
observations,observation,NOUN,345,observ,notice|observance|observation|reflection|reflexion|watching,measurement|measuring|measure|mensuration|look|looking|looking at|remark|comment|input|fact|attention|attending
sample,sample,NOUN,346,sampl,sample|sample distribution|sampling,example|illustration|instance|representative|distribution|statistical distribution|natural object
english,english,NOUN,346,english,English|English language|English people|side,West Germanic|West Germanic language|nation|land|country|humanistic discipline|humanities|liberal arts|arts|spin
text,text,NOUN,346,text,school text|schoolbook|text|text edition|textbook|textual matter,matter|passage|book
randomly,randomly,ADV,346,randomli,arbitrarily|at random|every which way|haphazardly|indiscriminately|randomly|willy-nilly,
chosen,chosen,NOUN,346,chosen,chosen|Chosen|elect,darling|favorite|favourite|pet|dearie|deary|ducky|elite|elite group
document,document,NOUN,346,document,document|papers|text file|written document,writing|written material|piece of writing|representation|communication|computer file
dataset,dataset,NOUN,346,dataset,,NA
id,id,NOUN,346,id,Gem State|I.D.|id|ID|Id.|Idaho,badge|positive identification|instinct|inherent aptitude
art_and_culture,art_and_culture,NOUN,346,art_and_cultur,,NA
txt,txt,NOUN,347,txt,,NA
translated,translate,VERB,347,translat,interpret|read|render|transform|translate|understand,repeat|reiterate|ingeminate|iterate|restate|retell|change|alter|modify|understand|transmit|transfer|transport|channel|channelize|channelise|move|displace|equal|be|paraphrase|rephrase|reword|determine|find|find out|ascertain
combineonethree,combineonethree,NOUN,348,combineonethre,,NA
publicly,publicly,ADV,348,publicli,in public|publically|publicly,
available,available,ADJ,348,avail,available|uncommitted|usable|useable,
stopwords,stopword,NOUN,348,stopword,,NA
listsonefour,listsonefour,NOUN,348,listsonefour,,NA
create,create,VERB,348,creat,create|make|produce,act|move|appoint|charge|make|create
expanded,expand,VERB,348,expand,amplify|blow up|boom|dilate|elaborate|enlarge|expand|expatiate|exposit|expound|extend|flesh out|flourish|inflate|lucubrate|spread out|thrive,grow|enlarge|increase|clarify|clear up|elucidate|change|alter|modify
stop,stop,VERB,348,stop,arrest|bar|barricade|block|block off|block up|blockade|break|break off|cease|check|contain|discontinue|end|finish|give up|halt|hold back|hold on|intercept|kibosh|lay off|quit|stop|stop over|terminate|turn back,prevent|forestall|foreclose|preclude|forbid|interrupt|disrupt|break up|cut off|end|terminate|defend|catch|grab|take hold of|obstruct|obturate|impede|occlude|jam|block|close up|break
list,list,NOUN,348,list,inclination|lean|leaning|list|listing|tilt,database|position|spatial relation
table,table,NOUN,349,tabl,board|mesa|table|tabular array,array|furniture|piece of furniture|article of furniture|tableland|plateau|gathering|assemblage|fare
presents,present,NOUN,349,present,nowadays|present|present tense,time|gift|tense
detailed,detailead,ADJ,349,detailead,,NA
analysis,analysis,NOUN,349,analysi,analysis|analytic thinking|depth psychology|psychoanalysis,investigation|investigating|reasoning|logical thinking|abstract thought|criticism|literary criticism|expressive style|style|calculus|infinitesimal calculus|psychotherapy
results,result,NOUN,349,result,answer|consequence|effect|event|final result|issue|outcome|resolution|result|resultant|resultant role|solution|solvent|termination|upshot,phenomenon|statement|ending|conclusion|finish|semantic role|participant role
columns,column,NOUN,350,column,chromatography column|column|editorial|newspaper column|pillar|tower,file|single file|Indian file|tube|tubing|array|shape|form|article|structure|construction|upright|vertical|text|textual matter|skeletal structure
correspond,correspond,NOUN,350,correspond,,NA
results,result,NOUN,350,result,answer|consequence|effect|event|final result|issue|outcome|resolution|result|resultant|resultant role|solution|solvent|termination|upshot,phenomenon|statement|ending|conclusion|finish|semantic role|participant role
english,english,NOUN,350,english,English|English language|English people|side,West Germanic|West Germanic language|nation|land|country|humanistic discipline|humanities|liberal arts|arts|spin
text,text,NOUN,350,text,school text|schoolbook|text|text edition|textbook|textual matter,matter|passage|book
respectively,respectivly,ADV,350,respectivli,,NA
first,first,ADV,351,first,first|first of all|first off|firstly|foremost,NA
row,row,NOUN,351,row,course|dustup|quarrel|row|rowing|run-in|words|wrangle,line|dispute|difference|difference of opinion|conflict|strip|layer|bed|array|sequence|chronological sequence|succession|successiveness|chronological succession|sport|athletics
table,table,NOUN,351,tabl,board|mesa|table|tabular array,array|furniture|piece of furniture|article of furniture|tableland|plateau|gathering|assemblage|fare
lists,list,NOUN,351,list,inclination|lean|leaning|list|listing|tilt,database|position|spatial relation
predicted,predict,VERB,351,predict,anticipate|augur|auspicate|betoken|bode|call|forebode|forecast|foreshadow|foretell|omen|portend|predict|prefigure|presage|prognosticate|promise,guess|venture|pretend|hazard|bespeak|betoken|indicate|point|signal
keywords,keyword,NOUN,351,keyword,,NA
using,use,VERB,351,us,apply|employ|expend|habituate|practice|use|utilise|utilize,consume|ingest|take in|take|have|exploit|work|act|move
xgb,xgb,NOUN,351,xgb,,NA
model,model,NOUN,351,model,example|exemplar|fashion model|framework|good example|manakin|manikin|mannequin|mannikin|model|modeling|modelling|poser|role model|simulation|theoretical account,hypothesis|possibility|theory|kind|sort|form|variety|assistant|helper|help|supporter|representation|ideal|leader|mental representation|internal representation
based,base,VERB,352,base,base|establish|found|free-base|ground,situate|locate|drug|do drugs
english,english,NOUN,352,english,English|English language|English people|side,West Germanic|West Germanic language|nation|land|country|humanistic discipline|humanities|liberal arts|arts|spin
standard,standard,ADJ,352,standard,received|standard|stock,
keywords,keyword,NOUN,352,keyword,,NA
list,list,NOUN,352,list,inclination|lean|leaning|list|listing|tilt,database|position|spatial relation
recalled,recall,VERB,352,recal,call back|call in|call up|come back|echo|hark back|recall|recollect|remember|retrieve|return|think|withdraw,denote|refer|resemble|call|send for|concentrate|focus|center|centre|pore|rivet|cancel|strike down|take
keyword,keyword,NOUN,352,keyword,,NA
bold,bold,ADJ,352,bold,bluff|bold|sheer,
keywords,keyword,NOUN,353,keyword,,NA
words,word,NOUN,353,word,Bible|Book|Christian Bible|countersign|discussion|give-and-take|Good Book|Holy Scripture|Holy Writ|intelligence|Logos|news|parole|password|Scripture|Son|tidings|watchword|word|Word|Word of God|word of honor,language unit|linguistic unit|statement|information|info|order|speech|speech communication|spoken communication|spoken language|language|voice communication|oral communication|promise|computer memory unit|positive identification|secret|arcanum|sacred text|sacred writing|religious writing|religious text
english,english,NOUN,353,english,English|English language|English people|side,West Germanic|West Germanic language|nation|land|country|humanistic discipline|humanities|liberal arts|arts|spin
translation,translation,NOUN,353,translat,displacement|interlingual rendition|rendering|transformation|translation|version,written record|written account|change of location|travel|change of integrity|transformation|organic process|biological process|paraphrase|paraphrasis|motion|movement|move
present,present,ADJ,353,present,present|present(a),
standard,standard,ADJ,353,standard,received|standard|stock,
list,list,NOUN,353,list,inclination|lean|leaning|list|listing|tilt,database|position|spatial relation
next,next,ADV,354,next,next,NA
row,row,NOUN,354,row,course|dustup|quarrel|row|rowing|run-in|words|wrangle,line|dispute|difference|difference of opinion|conflict|strip|layer|bed|array|sequence|chronological sequence|succession|successiveness|chronological succession|sport|athletics
presents,present,NOUN,354,present,nowadays|present|present tense,time|gift|tense
english,english,NOUN,354,english,English|English language|English people|side,West Germanic|West Germanic language|nation|land|country|humanistic discipline|humanities|liberal arts|arts|spin
translation,translation,NOUN,354,translat,displacement|interlingual rendition|rendering|transformation|translation|version,written record|written account|change of location|travel|change of integrity|transformation|organic process|biological process|paraphrase|paraphrasis|motion|movement|move
keyword,keyword,NOUN,354,keyword,,NA
predicted,predict,VERB,354,predict,anticipate|augur|auspicate|betoken|bode|call|forebode|forecast|foreshadow|foretell|omen|portend|predict|prefigure|presage|prognosticate|promise,guess|venture|pretend|hazard|bespeak|betoken|indicate|point|signal
model,model,NOUN,354,model,example|exemplar|fashion model|framework|good example|manakin|manikin|mannequin|mannikin|model|modeling|modelling|poser|role model|simulation|theoretical account,hypothesis|possibility|theory|kind|sort|form|variety|assistant|helper|help|supporter|representation|ideal|leader|mental representation|internal representation
translation,translation,NOUN,355,translat,displacement|interlingual rendition|rendering|transformation|translation|version,written record|written account|change of location|travel|change of integrity|transformation|organic process|biological process|paraphrase|paraphrasis|motion|movement|move
denotes,denote,NOUN,355,denot,,NA
corresponding,correspond,NOUN,355,correspond,,NA
word,word,NOUN,355,word,Bible|Book|Christian Bible|countersign|discussion|give-and-take|Good Book|Holy Scripture|Holy Writ|intelligence|Logos|news|parole|password|Scripture|Son|tidings|watchword|word|Word|Word of God|word of honor,language unit|linguistic unit|statement|information|info|order|speech|speech communication|spoken communication|spoken language|language|voice communication|oral communication|promise|computer memory unit|positive identification|secret|arcanum|sacred text|sacred writing|religious writing|religious text
semantically,semantically,ADV,355,semant,semantically,
stopword,stopword,NOUN,355,stopword,,NA
included,include,VERB,355,includ,admit|include|let in,see|consider|reckon|view|regard|add|permit|allow|let|countenance
stop,stop,VERB,355,stop,arrest|bar|barricade|block|block off|block up|blockade|break|break off|cease|check|contain|discontinue|end|finish|give up|halt|hold back|hold on|intercept|kibosh|lay off|quit|stop|stop over|terminate|turn back,prevent|forestall|foreclose|preclude|forbid|interrupt|disrupt|break up|cut off|end|terminate|defend|catch|grab|take hold of|obstruct|obturate|impede|occlude|jam|block|close up|break
list,list,NOUN,355,list,inclination|lean|leaning|list|listing|tilt,database|position|spatial relation
third,third,ADJ,356,third,3rd|tertiary|third,
row,row,NOUN,356,row,course|dustup|quarrel|row|rowing|run-in|words|wrangle,line|dispute|difference|difference of opinion|conflict|strip|layer|bed|array|sequence|chronological sequence|succession|successiveness|chronological succession|sport|athletics
lists,list,NOUN,356,list,inclination|lean|leaning|list|listing|tilt,database|position|spatial relation
keywords,keyword,NOUN,356,keyword,,NA
predicted,predict,VERB,356,predict,anticipate|augur|auspicate|betoken|bode|call|forebode|forecast|foreshadow|foretell|omen|portend|predict|prefigure|presage|prognosticate|promise,guess|venture|pretend|hazard|bespeak|betoken|indicate|point|signal
english,english,NOUN,356,english,English|English language|English people|side,West Germanic|West Germanic language|nation|land|country|humanistic discipline|humanities|liberal arts|arts|spin
versions,version,NOUN,356,version,adaptation|edition|interlingual rendition|interpretation|reading|rendering|translation|variant|variation|version,interpretation|type|writing|written material|piece of writing|written record|written account|representation|mental representation|internal representation|turn|turning
translations,translation,NOUN,356,translat,displacement|interlingual rendition|rendering|transformation|translation|version,written record|written account|change of location|travel|change of integrity|transformation|organic process|biological process|paraphrase|paraphrasis|motion|movement|move
given,give,VERB,356,give,afford|apply|break|cave in|chip in|collapse|commit|consecrate|contribute|dedicate|devote|ease up|establish|fall in|feed|founder|generate|gift|give|give way|grant|hand|have|hold|impart|kick in|leave|make|move over|open|pass|pass on|pay|present|reach|render|return|sacrifice|throw|turn over|yield,supply|provide|render|furnish|transfer|state|say|tell|communicate|intercommunicate|direct|make|create|think|cogitate|cerebrate|produce|pass|hand|reach|pass on|turn over|give|utter|emit|let out|let loose|release|relinquish|resign|free|give up|use|utilize|utilise|apply|employ|administer|dispense|distribute|mete out|deal|parcel out|lot|shell out|deal out|dish out|allot|dole out|move|ply|cater|change|estimate|gauge|approximate|guess|judge|execute|compensate|recompense|repair|indemnify|show|perform|stretch|toast|drink|pledge|salute|wassail|accord|grant|express|evince|submit|lead|permit|allow|let|countenance|inflict|bring down|visit|impose|happen|hap|go on|pass off|occur|fall out|come about|take place|accept|consent|go for|offer|proffer
parenthesis,parenthesis,NOUN,356,parenthesi,aside|digression|divagation|excursus|parenthesis,punctuation|punctuation mark|message|content|subject matter|substance
out,out,ADV,357,out,away|out,NA
total,total,ADJ,357,total,entire|full|total,
predicted,predict,VERB,357,predict,anticipate|augur|auspicate|betoken|bode|call|forebode|forecast|foreshadow|foretell|omen|portend|predict|prefigure|presage|prognosticate|promise,guess|venture|pretend|hazard|bespeak|betoken|indicate|point|signal
keywords,keyword,NOUN,357,keyword,,NA
last,last,ADJ,357,last,concluding|final|last|last-place|last(a)|lowest|net|terminal|utmost,
row,row,NOUN,357,row,course|dustup|quarrel|row|rowing|run-in|words|wrangle,line|dispute|difference|difference of opinion|conflict|strip|layer|bed|array|sequence|chronological sequence|succession|successiveness|chronological succession|sport|athletics
common,common,ADJ,357,common,coarse|common|mutual|plebeian|rough-cut|uncouth|unwashed|usual|vernacular|vulgar,
indicate,indicate,VERB,357,indic,argue|bespeak|betoken|designate|indicate|point|show|signal,tell|inform|present|represent|lay out
fairly,fairly,ADV,357,fairli,clean|evenhandedly|fair|fairly|jolly|middling|moderately|passably|pretty|reasonably|somewhat,
good,good,ADJ,357,good,adept|beneficial|dear|dependable|effective|estimable|expert|full|good|honest|honorable|in effect(p)|in force(p)|just|near|practiced|proficient|respectable|right|ripe|safe|salutary|secure|serious|skilful|skillful|sound|unspoiled|unspoilt|upright|well(p),
performance,performance,NOUN,357,perform,carrying into action|carrying out|execution|functioning|operation|performance|public presentation,show|presentation|presentment|demonstration|action|accomplishment|achievement|process|physical process
model,model,NOUN,357,model,example|exemplar|fashion model|framework|good example|manakin|manikin|mannequin|mannikin|model|modeling|modelling|poser|role model|simulation|theoretical account,hypothesis|possibility|theory|kind|sort|form|variety|assistant|helper|help|supporter|representation|ideal|leader|mental representation|internal representation
document,document,NOUN,357,document,document|papers|text file|written document,writing|written material|piece of writing|representation|communication|computer file
trained,train,VERB,357,train,aim|check|civilise|civilize|coach|condition|cultivate|develop|direct|discipline|educate|groom|prepare|rail|school|take|take aim|trail|train,teach|learn|instruct|study|read|take|develop|make grow|educate|polish|refine|fine-tune|down|position|exercise|work out|control|hold in|hold|contain|check|curb|moderate|ride|drag
english,english,NOUN,357,english,English|English language|English people|side,West Germanic|West Germanic language|nation|land|country|humanistic discipline|humanities|liberal arts|arts|spin
corpora,corpora,NOUN,357,corpora,,NA
confident,confident,ADJ,358,confid,confident|confident(p)|convinced(p)|positive(p)|sure-footed|surefooted,
human,human,ADJ,358,human,human,
translated,translate,VERB,358,translat,interpret|read|render|transform|translate|understand,repeat|reiterate|ingeminate|iterate|restate|retell|change|alter|modify|understand|transmit|transfer|transport|channel|channelize|channelise|move|displace|equal|be|paraphrase|rephrase|reword|determine|find|find out|ascertain
text,text,NOUN,358,text,school text|schoolbook|text|text edition|textbook|textual matter,matter|passage|book
english,english,NOUN,358,english,English|English language|English people|side,West Germanic|West Germanic language|nation|land|country|humanistic discipline|humanities|liberal arts|arts|spin
document,document,NOUN,358,document,document|papers|text file|written document,writing|written material|piece of writing|representation|communication|computer file
yield,yield,NOUN,358,yield,fruit|issue|output|payoff|proceeds|production|return|take|takings|yield,production|income|product|indefinite quantity
improved,improve,VERB,358,improv,ameliorate|amend|better|improve|meliorate,change|alter|modify|change state|turn
performance,performance,NOUN,358,perform,carrying into action|carrying out|execution|functioning|operation|performance|public presentation,show|presentation|presentment|demonstration|action|accomplishment|achievement|process|physical process
clarify,clarify,VERB,359,clarifi,clarify|clear up|elucidate,explain|explicate|change|alter|modify
here,here,ADV,359,here,here|hither,NA
same,same,ADJ,359,same,like|same|same(p),
number,number,NOUN,359,number,act|bit|figure|issue|number|numeral|phone number|routine|telephone number|turn,amount|definite quantity|performance|public presentation|signal|signaling|sign|symbol|periodical|company|positive identification|size|item|grammatical category|syntactic category|merchandise|ware|product
english,english,NOUN,359,english,English|English language|English people|side,West Germanic|West Germanic language|nation|land|country|humanistic discipline|humanities|liberal arts|arts|spin
keywords,keyword,NOUN,359,keyword,,NA
matching,match,VERB,359,match,agree|check|correspond|couple|equal|equalise|equalize|equate|fit|gibe|jibe|match|mate|oppose|pair|pit|play off|rival|tally|touch|twin,equal|be|supply|provide|render|furnish|join|compete|vie|contend|adjust|set|correct|confront|face|conform|adapt|change|alter|modify
standard,standard,ADJ,359,standard,received|standard|stock,
incidental,incidental,ADJ,359,incident,accidental|accompanying|attendant|collateral|concomitant|consequent|ensuant|incident|incidental|nonessential|resultant|sequent,
second,second,ADV,360,second,second|secondly,NA
phase,phase,NOUN,360,phase,form|phase|phase angle|stage,time period|period of time|period|state of matter|state|point|point in time|appearance|visual aspect
experiment,experiment,NOUN,360,experi,experiment|experimentation,scientific research|research project|inquiry|enquiry|research|venture
evaluate,evaluate,NOUN,360,evalu,,NA
model,model,NOUN,360,model,example|exemplar|fashion model|framework|good example|manakin|manikin|mannequin|mannikin|model|modeling|modelling|poser|role model|simulation|theoretical account,hypothesis|possibility|theory|kind|sort|form|variety|assistant|helper|help|supporter|representation|ideal|leader|mental representation|internal representation
assameseonefive,assameseonefive,VERB,360,assameseonef,,NA
language,language,NOUN,360,languag,language|linguistic communication|linguistic process|lyric|nomenclature|oral communication|speech|speech communication|spoken communication|spoken language|terminology|voice communication|words,communication|auditory communication|text|textual matter|higher cognitive process|faculty|mental faculty|module|word
texts,texts,NOUN,360,text,,NA
perform,perform,VERB,361,perform,do|execute|perform,act|move|re-create|carry through|accomplish|execute|carry out|action|fulfill|fulfil
experiment,experiment,NOUN,361,experi,experiment|experimentation,scientific research|research project|inquiry|enquiry|research|venture
collected,collect,VERB,361,collect,accumulate|amass|call for|collect|compile|garner|gather|gather up|hoard|pick up|pile up|pull in|pull together|roll up|take in,store|hive away|lay in|put in|salt away|stack away|stash away|take|roll up|collect|accumulate|pile up|amass|compile|hoard|get|acquire
assamese,assamese,NOUN,361,assames,Asamiya|Assamese,Indian|Magadhan
articles,article,NOUN,361,articl,article|clause,nonfiction|nonfictional prose|piece|artifact|artefact|section|subdivision|determiner|determinative
