token,lemma,upos,clique,stem,synonyms,hypernyms
sample,sample,NOUN,197,sampl,sample|sample distribution|sampling,example|illustration|instance|representative|distribution|statistical distribution|natural object
data,data,NOUN,197,data,data|information,collection|aggregation|accumulation|assemblage
analyze,analyze,NOUN,197,analyz,,NA
other,other,ADJ,197,other,early(a)|former(a)|other|other(a),
effects,effect,NOUN,197,effect,burden|consequence|core|effect|essence|event|force|gist|impression|issue|outcome|result|upshot,phenomenon|appearance|visual aspect|impression|feeling|belief|notion|opinion|meaning|significance|signification|import|validity|validness|symptom
have,have,VERB,197,have,accept|bear|birth|cause|consume|deliver|experience|feature|get|give|give birth|have|have got|hold|induce|ingest|let|make|own|possess|receive|stimulate|suffer|sustain|take|take in|throw,NA
mentioned,mention,VERB,197,mention,advert|bring up|cite|mention|name|note|observe|refer|remark,think of|have in mind|mean|state|say|tell|notice|acknowledge
above,above,ADV,197,abov,above|higher up|in a higher place|supra|to a higher place,
secondly,secondly,ADV,198,secondli,second|secondly,NA
signal,signal,NOUN,198,signal,sign|signal|signaling,communication|incitement|incitation|provocation|electricity|electrical energy|power
processing,processe,NOUN,198,process,,NA
considered,consider,VERB,198,consid,believe|conceive|consider|count|deal|debate|deliberate|look at|moot|reckon|regard|see|study|take|think|turn over|view|weigh,think|believe|consider|conceive|chew over|think over|meditate|ponder|excogitate|contemplate|muse|reflect|mull|mull over|ruminate|speculate|think about|hash out|discuss|talk over|evaluate|pass judgment|judge|look|analyze|analyse|study|examine|canvass|see|reckon|view|regard
experimental,experimental,ADJ,198,experiment,data-based|experimental|observational,
study,study,NOUN,198,studi,bailiwick|cogitation|discipline|field|field of study|report|sketch|study|subject|subject area|subject field|survey|work|written report,examination|scrutiny|learning|acquisition|document|written document|papers|concentration|engrossment|absorption|immersion|room|knowledge domain|knowledge base|domain|drawing|contemplation|reflection|reflexion|rumination|musing|thoughtfulness|memorizer|memoriser|musical composition|opus|composition|piece|piece of music
present,present,ADJ,199,present,present|present(a),
segmentation,segmentation,NOUN,199,segment,cleavage|division|partition|partitioning|sectionalisation|sectionalization|segmentation,cell division|cellular division|separation
model,model,NOUN,199,model,example|exemplar|fashion model|framework|good example|manakin|manikin|mannequin|mannikin|model|modeling|modelling|poser|role model|simulation|theoretical account,hypothesis|possibility|theory|kind|sort|form|variety|assistant|helper|help|supporter|representation|ideal|leader|mental representation|internal representation
uses,use,NOUN,199,us,consumption|economic consumption|employment|enjoyment|exercise|function|habit|manipulation|purpose|role|usage|usance|use|use of goods and services|utilisation|utilization,activity|utility|usefulness|demand|custom|usage|usance|influence|legal right
raw,raw,ADJ,199,raw,bare-ass|bare-assed|bleak|crude|cutting|in the altogether|in the buff|in the raw|naked|naked as a jaybird|natural|new|peeled|raw|raw(a)|rude(a)|sensitive|sore|stark naked|tender|unsanded,
data,data,NOUN,199,data,data|information,collection|aggregation|accumulation|assemblage
filtering,filter,VERB,199,filter,dribble|filter|filter out|filtrate|percolate|permeate|separate out|sink in|strain|trickle,separate|penetrate|perforate|run|flow|feed|course
denoising,denoise,VERB,199,denois,,NA
signal,signal,NOUN,199,signal,sign|signal|signaling,communication|incitement|incitation|provocation|electricity|electrical energy|power
have,have,VERB,199,have,accept|bear|birth|cause|consume|deliver|experience|feature|get|give|give birth|have|have got|hold|induce|ingest|let|make|own|possess|receive|stimulate|suffer|sustain|take|take in|throw,NA
effects,effect,NOUN,199,effect,burden|consequence|core|effect|essence|event|force|gist|impression|issue|outcome|result|upshot,phenomenon|appearance|visual aspect|impression|feeling|belief|notion|opinion|meaning|significance|signification|import|validity|validness|symptom
results,result,NOUN,199,result,answer|consequence|effect|event|final result|issue|outcome|resolution|result|resultant|resultant role|solution|solvent|termination|upshot,phenomenon|statement|ending|conclusion|finish|semantic role|participant role
therefore,therefore,ADV,200,therefor,consequently|hence|so|thence|therefore|thus,NA
planning,plan,NOUN,200,plan,architectural plan|design|plan|program|programme,idea|thought|arrangement|organization|organisation|system|drawing
implement,implement,VERB,200,implement,apply|carry out|enforce|follow out|follow through|follow up|go through with|implement|put through,use|utilize|utilise|apply|employ|compel|oblige|obligate|complete|finish
signal,signal,NOUN,200,signal,sign|signal|signaling,communication|incitement|incitation|provocation|electricity|electrical energy|power
processing,processe,NOUN,200,process,,NA
methods,method,NOUN,200,method,method|method acting,know-how|acting|playing|playacting|performing
future,future,NOUN,200,futur,future|future tense|futurity|hereafter|time to come,time|tense|commodity|trade good|good
study,study,NOUN,200,studi,bailiwick|cogitation|discipline|field|field of study|report|sketch|study|subject|subject area|subject field|survey|work|written report,examination|scrutiny|learning|acquisition|document|written document|papers|concentration|engrossment|absorption|immersion|room|knowledge domain|knowledge base|domain|drawing|contemplation|reflection|reflexion|rumination|musing|thoughtfulness|memorizer|memoriser|musical composition|opus|composition|piece|piece of music
thirdly,thirdly,ADV,201,thirdli,third|thirdly,NA
manual,manual,ADJ,201,manual,manual|manual(a),
segmentation,segmentation,NOUN,201,segment,cleavage|division|partition|partitioning|sectionalisation|sectionalization|segmentation,cell division|cellular division|separation
skin,skin,NOUN,201,skin,baldhead|baldpate|baldy|cutis|hide|peel|pelt|skin|skinhead|tegument,connective tissue|body covering|surface|animation|life|living|aliveness|bully|tough|hooligan|ruffian|roughneck|rowdy|yob|yobo|yobbo|person|individual|someone|somebody|mortal|soul|rind|bag
microvasculature,microvasculature,NOUN,201,microvasculatur,,NA
requires,require,NOUN,201,requir,,NA
experience,experience,NOUN,201,experi,experience,education|content|cognitive content|mental object|happening|occurrence|occurrent|natural event
researcher,researcher,NOUN,201,research,investigator|research worker|researcher,scientist
clinical,clinical,ADJ,201,clinic,clinical,
expert,expert,NOUN,201,expert,expert,person|individual|someone|somebody|mortal|soul
photoacoustic,photoacoustic,ADJ,201,photoacoust,,NA
imaging,image,VERB,201,imag,envision|fancy|figure|image|picture|project|see|visualise|visualize,visualize|visualise|imagine|conceive of|ideate|envisage
moving,move,VERB,202,move,act|actuate|affect|be active|displace|go|impress|incite|locomote|make a motion|motivate|move|proceed|prompt|propel|run|strike|travel,act|move|change|alter|vary|cause|do|make|affect|impress|strike|sell|live|propose|suggest|advise
forward,forward,ADV,202,forward,ahead|fore|forrad|forrader|forrard|forth|forward|forwards|frontward|frontwards|onward|onwards,NA
keep,keep,VERB,202,keep,celebrate|continue|go along|go on|hold|hold back|hold on|hold open|keep|keep back|keep on|keep open|maintain|observe|preserve|prevent|proceed|restrain|retain|save|stay fresh|sustain,act|move|have|have got|hold|record|enter|put down|lodge|accommodate|prolong|sustain|keep up|stay|remain|rest|protect|grow|raise|farm|produce|reserve|book|store|confine|detain|cook|fix|ready|make|prepare
fully,fully,ADV,202,fulli,amply|full|fully|in full|to the full,NA
sampled,sample,VERB,202,sampl,sample|taste|try|try out,consume|ingest|take in|take|have
image,image,NOUN,202,imag,double|effigy|epitome|figure|figure of speech|icon|ikon|image|look-alike|mental image|paradigm|persona|picture|prototype|range|range of a function|simulacrum|trope,representation|mental representation|internal representation|appearance|visual aspect|model|example|rhetorical device|person|individual|someone|somebody|mortal|soul|set|impression|effect
size,size,NOUN,202,size,size|size of it|sizing,magnitude|property|filler|situation|state of affairs
segmentation,segmentation,NOUN,202,segment,cleavage|division|partition|partitioning|sectionalisation|sectionalization|segmentation,cell division|cellular division|separation
procedure,procedure,NOUN,202,procedur,function|operation|procedure|process|routine|subprogram|subroutine,activity|work|software|software program|computer software|software system|software package|package|proceeding|legal proceeding|proceedings
ground,ground,NOUN,202,ground,background|basis|dry land|earth|flat coat|footing|ground|land|primer|primer coat|priming|priming coat|reason|soil|solid ground|terra firma|undercoat,object|physical object|rational motive|material|stuff|foundation|military position|position|view|aspect|prospect|scene|vista|panorama|percept|perception|perceptual experience|connection|connexion|connector|connecter|connective|surface|coat of paint
truth,truth,NOUN,202,truth,accuracy|Sojourner Truth|the true|true statement|trueness|truth|Truth|verity,fact|actuality|statement|quality
dataset,dataset,NOUN,202,dataset,,NA
take,take,VERB,202,take,accept|acquire|admit|adopt|aim|ask|assume|bring|call for|carry|charter|choose|claim|conduct|consider|consume|contain|contract|convey|deal|demand|direct|drive|engage|exact|fill|film|get|get hold of|guide|have|hire|hold|ingest|involve|lead|learn|lease|look at|make|necessitate|need|occupy|pack|pick out|postulate|read|remove|rent|require|select|shoot|strike|study|submit|subscribe|subscribe to|take|take aim|take away|take in|take on|take up|train|use up|withdraw,NA
hours,hour,NOUN,202,hour,60 minutes|hour|hr|minute|time of day,time unit|unit of time|clock time|time|time period|period of time|period|distance
finally,finally,ADV,203,final,at last|at long last|eventually|finally|in conclusion|in the end|last|lastly|ultimately,
method,method,NOUN,203,method,method|method acting,know-how|acting|playing|playacting|performing
automatically,automatically,ADV,203,automat,automatically|mechanically,
calculated,calculate,VERB,203,calcul,account|aim|bank|bet|calculate|cipher|compute|count|count on|cypher|depend|direct|estimate|figure|forecast|look|reckon|rely|swear|work out,reason|evaluate|pass judgment|judge|predict|foretell|prognosticate|call|forebode|anticipate|promise|intend|destine|designate|specify|trust
stride,stride,NOUN,203,stride,footstep|pace|step|stride|tread,step|indefinite quantity|advancement|progress
sliding,slide,VERB,203,slide,skid|slew|slide|slip|slither|slue,glide|travel|go|move|locomote|displace
window,window,NOUN,203,window,window|windowpane,framework|frame|opening|panel|gap|time period|period of time|period|pane|pane of glass|window glass|display|video display
extraction,extraction,NOUN,203,extract,descent|extraction|origin,natural process|natural action|action|activity|ancestry|lineage|derivation|filiation|removal|remotion
extract,extract,NOUN,203,extract,excerpt|excerption|extract|infusion|selection,solution|passage
input,input,NOUN,203,input,comment|input|input signal|remark|stimulant|stimulation|stimulus,signal|signaling|sign|statement|information|component|constituent|element
image,image,NOUN,203,imag,double|effigy|epitome|figure|figure of speech|icon|ikon|image|look-alike|mental image|paradigm|persona|picture|prototype|range|range of a function|simulacrum|trope,representation|mental representation|internal representation|appearance|visual aspect|model|example|rhetorical device|person|individual|someone|somebody|mortal|soul|set|impression|effect
prediction,prediction,NOUN,203,predict,anticipation|forecasting|foretelling|prediction|prevision|prognostication,reasoning|logical thinking|abstract thought|statement
reconstruction,reconstruction,NOUN,203,reconstruct,reconstruction|Reconstruction|Reconstruction Period|reconstructive memory,repair|fix|fixing|fixture|mend|mending|reparation|interpretation|recall|recollection|reminiscence
size,size,NOUN,204,size,size|size of it|sizing,magnitude|property|filler|situation|state of affairs
input,input,NOUN,204,input,comment|input|input signal|remark|stimulant|stimulation|stimulus,signal|signaling|sign|statement|information|component|constituent|element
image,image,NOUN,204,imag,double|effigy|epitome|figure|figure of speech|icon|ikon|image|look-alike|mental image|paradigm|persona|picture|prototype|range|range of a function|simulacrum|trope,representation|mental representation|internal representation|appearance|visual aspect|model|example|rhetorical device|person|individual|someone|somebody|mortal|soul|set|impression|effect
prime,prime,ADJ,204,prime,choice|meridian|premier(a)|prime|prime(a)|prize|quality|select,
number,number,NOUN,204,number,act|bit|figure|issue|number|numeral|phone number|routine|telephone number|turn,amount|definite quantity|performance|public presentation|signal|signaling|sign|symbol|periodical|company|positive identification|size|item|grammatical category|syntactic category|merchandise|ware|product
stride,stride,NOUN,204,stride,footstep|pace|step|stride|tread,step|indefinite quantity|advancement|progress
take,take,VERB,205,take,accept|acquire|admit|adopt|aim|ask|assume|bring|call for|carry|charter|choose|claim|conduct|consider|consume|contain|contract|convey|deal|demand|direct|drive|engage|exact|fill|film|get|get hold of|guide|have|hire|hold|ingest|involve|lead|learn|lease|look at|make|necessitate|need|occupy|pack|pick out|postulate|read|remove|rent|require|select|shoot|strike|study|submit|subscribe|subscribe to|take|take aim|take away|take in|take on|take up|train|use up|withdraw,NA
longer,longer,ADV,205,longer,longer,
time,time,NOUN,205,time,clip|clock time|fourth dimension|meter|metre|prison term|sentence|time,case|instance|example|time period|period of time|period|moment|minute|second|instant|attribute|experience|reading|meter reading|indication|dimension|rhythmicity|term
extraction,extraction,NOUN,205,extract,descent|extraction|origin,natural process|natural action|action|activity|ancestry|lineage|derivation|filiation|removal|remotion
out,out,ADV,205,out,away|out,NA
memory,memory,NOUN,205,memori,computer memory|computer storage|memory|memory board|remembering|retention|retentiveness|retentivity|storage|store,representation|mental representation|internal representation|basic cognitive process|faculty|mental faculty|module|memory device|storage device|hardware|computer hardware|cognitive psychology
when,when,ADV,205,when,,NA
fed,feed,ADJ,205,feed,,NA
dataset,dataset,NOUN,205,dataset,,NA
model,model,NOUN,205,model,example|exemplar|fashion model|framework|good example|manakin|manikin|mannequin|mannikin|model|modeling|modelling|poser|role model|simulation|theoretical account,hypothesis|possibility|theory|kind|sort|form|variety|assistant|helper|help|supporter|representation|ideal|leader|mental representation|internal representation
slightly,slightly,ADV,206,slightli,more or less|slenderly|slightly|slimly|somewhat,NA
affect,affect,NOUN,206,affect,affect,feeling
performance,performance,NOUN,206,perform,carrying into action|carrying out|execution|functioning|operation|performance|public presentation,show|presentation|presentment|demonstration|action|accomplishment|achievement|process|physical process
slide,slide,VERB,206,slide,skid|slew|slide|slip|slither|slue,glide|travel|go|move|locomote|displace
net,net,NOUN,206,net,cyberspace|earnings|internet|lucre|mesh|meshing|meshwork|net|net income|net profit|network|profit|profits,computer network|trap|income|goal|game equipment|fabric|cloth|material|textile
automatic,automatic,ADJ,206,automat,automatic|automatonlike|machinelike|reflex(a)|reflexive|robotic|robotlike,
segmentation,segmentation,NOUN,206,segment,cleavage|division|partition|partitioning|sectionalisation|sectionalization|segmentation,cell division|cellular division|separation
photoacoustic,photoacoustic,ADJ,206,photoacoust,,NA
imaging,image,VERB,206,imag,envision|fancy|figure|image|picture|project|see|visualise|visualize,visualize|visualise|imagine|conceive of|ideate|envisage
conclusion,conclusion,NOUN,207,conclus,close|closing|conclusion|decision|determination|end|ending|finale|finis|finish|last|ratiocination|stopping point|termination,judgment|judgement|mind|assumption|supposition|supposal|end|ending|happening|occurrence|occurrent|natural event|proposition|change of state|settlement|section|subdivision|choice|selection|option|pick
able,able,ADJ,207,abl,able|able-bodied|capable,
successfully,successfully,ADV,207,successfulli,successfully,
apply,apply,VERB,207,appli,apply|employ|enforce|give|go for|hold|implement|lend oneself|practice|put on|use|utilise|utilize,refer|pertain|relate|concern|come to|bear on|touch|touch on|have to do with|request|ask for|bespeak|call for|quest|cover|distribute|administer|mete out|deal|parcel out|lot|dispense|shell out|deal out|dish out|allot|dole out|compel|oblige|obligate|denote|give|dedicate|consecrate|commit|devote
model,model,NOUN,207,model,example|exemplar|fashion model|framework|good example|manakin|manikin|mannequin|mannikin|model|modeling|modelling|poser|role model|simulation|theoretical account,hypothesis|possibility|theory|kind|sort|form|variety|assistant|helper|help|supporter|representation|ideal|leader|mental representation|internal representation
reconstructing,reconstruct,VERB,207,reconstruct,construct|rebuild|reconstruct|redo|remodel|restore|retrace,speculate|theorize|theorise|conjecture|hypothesize|hypothesise|hypothecate|suppose|construct|build|make|change|alter|modify|regenerate|renew
segmenting,segment,VERB,207,segment,section|segment,separate|divide|part|separate|divide|part
full,full,ADJ,207,full,broad(a)|entire|full|full(a)|good|replete(p)|total|wide|wide-cut,
view,view,NOUN,207,view,aspect|eyeshot|horizon|opinion|panorama|perspective|persuasion|position|prospect|purview|scene|sentiment|sight|survey|thought|view|vista,orientation|visual percept|visual image|look|looking|looking at|range|reach|belief|message|content|subject matter|substance|purpose|intent|intention|aim|design|graphic art|scope|orbit|compass|ambit|appearance|visual aspect
imaging,image,VERB,207,imag,envision|fancy|figure|image|picture|project|see|visualise|visualize,visualize|visualise|imagine|conceive of|ideate|envisage
pam,pam,NOUN,207,pam,,NA
study,study,NOUN,208,studi,bailiwick|cogitation|discipline|field|field of study|report|sketch|study|subject|subject area|subject field|survey|work|written report,examination|scrutiny|learning|acquisition|document|written document|papers|concentration|engrossment|absorption|immersion|room|knowledge domain|knowledge base|domain|drawing|contemplation|reflection|reflexion|rumination|musing|thoughtfulness|memorizer|memoriser|musical composition|opus|composition|piece|piece of music
have,have,VERB,208,have,accept|bear|birth|cause|consume|deliver|experience|feature|get|give|give birth|have|have got|hold|induce|ingest|let|make|own|possess|receive|stimulate|suffer|sustain|take|take in|throw,NA
tested,test,VERB,208,test,essay|examine|prove|quiz|screen|test|try|try out,evaluate|pass judgment|judge|check|examine|be|score|determine|find out|see|ascertain|watch|learn|take|submit
compared,compare,VERB,208,compar,compare|equate|liken,analyze|analyse|study|examine|canvass|be|consider|inflect
different,different,ADJ,208,differ,different,
models,models,NOUN,208,model,,NA
found,find,VERB,208,find,ascertain|bump|chance|come up|detect|determine|discover|encounter|feel|find|find oneself|find out|get|get hold|happen|incur|line up|notice|observe|obtain|receive|recover|regain|retrieve|rule|see|witness,spy|sight|get|acquire|reason|reason out|conclude|experience|see|go through|gestate|conceive|conceptualize|conceptualise|learn|hear|get word|get wind|pick up|find out|get a line|discover|pronounce|label|judge|change|perceive|comprehend|reach|make|attain|hit|arrive at|gain|mature|maturate|grow
net,net,NOUN,208,net,cyberspace|earnings|internet|lucre|mesh|meshing|meshwork|net|net income|net profit|network|profit|profits,computer network|trap|income|goal|game equipment|fabric|cloth|material|textile
architecture,architecture,NOUN,208,architectur,architecture|computer architecture,building|edifice|discipline|subject|subject area|subject field|field|field of study|study|bailiwick|fine arts|beaux arts|profession|structure
demonstrated,demonstrate,VERB,208,demonstr,attest|certify|demo|demonstrate|establish|evidence|exhibit|manifest|march|present|prove|shew|show,show|confirm|corroborate|sustain|substantiate|support|affirm|testify|bear witness|prove|evidence|protest|resist|dissent
best,best,ADJ,208,best,best|best(p)|better(p),
performance,performance,NOUN,208,perform,carrying into action|carrying out|execution|functioning|operation|performance|public presentation,show|presentation|presentment|demonstration|action|accomplishment|achievement|process|physical process
as,as,ADV,208,a,as|equally|every bit,
described,describe,VERB,208,describ,account|delineate|depict|describe|discover|distinguish|draw|identify|key|key out|line|name|report|trace,set forth|expound|exposit|inform|mark
table,table,NOUN,208,tabl,board|mesa|table|tabular array,array|furniture|piece of furniture|article of furniture|tableland|plateau|gathering|assemblage|fare
slide,slide,VERB,209,slide,skid|slew|slide|slip|slither|slue,glide|travel|go|move|locomote|displace
net,net,NOUN,209,net,cyberspace|earnings|internet|lucre|mesh|meshing|meshwork|net|net income|net profit|network|profit|profits,computer network|trap|income|goal|game equipment|fabric|cloth|material|textile
model,model,NOUN,209,model,example|exemplar|fashion model|framework|good example|manakin|manikin|mannequin|mannikin|model|modeling|modelling|poser|role model|simulation|theoretical account,hypothesis|possibility|theory|kind|sort|form|variety|assistant|helper|help|supporter|representation|ideal|leader|mental representation|internal representation
outperformed,outperform,ADJ,209,outperform,,NA
scanning,scan,VERB,209,scan,glance over|rake|read|run down|scan|skim,examine|see|search|conform|move|displace|declaim|recite|interpret|construe
step,step,NOUN,209,step,dance step|footfall|footmark|footprint|footstep|gradation|measure|pace|stair|step|stone's throw|stride|tone|whole step|whole tone,maneuver|manoeuvre|tactical maneuver|tactical manoeuvre|indefinite quantity|locomotion|travel|support|rank|small indefinite quantity|small indefinite amount|sound|interval|musical interval|mark|print|block
size,size,NOUN,209,size,size|size of it|sizing,magnitude|property|filler|situation|state of affairs
imaging,image,VERB,209,imag,envision|fancy|figure|image|picture|project|see|visualise|visualize,visualize|visualise|imagine|conceive of|ideate|envisage
datasets,dataset,NOUN,209,dataset,,NA
purposed,purpose,VERB,210,purpos,aim|propose|purport|purpose|resolve,intend|mean|think|decide|make up one's mind|determine
image,image,NOUN,210,imag,double|effigy|epitome|figure|figure of speech|icon|ikon|image|look-alike|mental image|paradigm|persona|picture|prototype|range|range of a function|simulacrum|trope,representation|mental representation|internal representation|appearance|visual aspect|model|example|rhetorical device|person|individual|someone|somebody|mortal|soul|set|impression|effect
segmentation,segmentation,NOUN,210,segment,cleavage|division|partition|partitioning|sectionalisation|sectionalization|segmentation,cell division|cellular division|separation
techniques,techniques,NOUN,210,techniqu,,NA
fast,fast,ADJ,210,fast,debauched|degenerate|degraded|dissipated|dissolute|fast|fast(a)|firm|flying|immobile|libertine|loyal|profligate|quick|riotous|truehearted,
accurate,accurate,ADJ,210,accur,accurate|exact|precise,
help,help,VERB,210,help,aid|assist|avail|facilitate|help|help oneself|serve,support|back up|better|improve|amend|ameliorate|meliorate|serve|refrain|forbear|provide|supply|ply|cater|promote|advance|boost|further|encourage|exploit|work
clinical,clinical,ADJ,210,clinic,clinical,
experts,expert,NOUN,210,expert,expert,person|individual|someone|somebody|mortal|soul
diagnosis,diagnosis,NOUN,210,diagnosi,diagnosing|diagnosis,designation|identification
microvasculature,microvasculature,NOUN,210,microvasculatur,,NA
furthermore,furthermore,ADV,211,furthermor,furthermore|moreover|what is more,NA
results,result,NOUN,211,result,answer|consequence|effect|event|final result|issue|outcome|resolution|result|resultant|resultant role|solution|solvent|termination|upshot,phenomenon|statement|ending|conclusion|finish|semantic role|participant role
provide,provide,VERB,211,provid,allow|allow for|bring home the bacon|cater|furnish|leave|offer|ply|provide|put up|render|supply,give|stipulate|qualify|condition|specify|engage|wage|yield|afford|support|fix|prepare|set up|ready|gear up|set
threed,three,VERB,211,three,,NA
volumetric,volumetic,ADJ,211,volumet,,NA
segmentation,segmentation,NOUN,211,segment,cleavage|division|partition|partitioning|sectionalisation|sectionalization|segmentation,cell division|cellular division|separation
image,image,NOUN,211,imag,double|effigy|epitome|figure|figure of speech|icon|ikon|image|look-alike|mental image|paradigm|persona|picture|prototype|range|range of a function|simulacrum|trope,representation|mental representation|internal representation|appearance|visual aspect|model|example|rhetorical device|person|individual|someone|somebody|mortal|soul|set|impression|effect
nrrd,nrrd,NOUN,211,nrrd,,NA
file,file,NOUN,211,file,data file|file|file cabinet|filing cabinet|Indian file|single file,record|line|office furniture|hand tool
common,common,ADJ,211,common,coarse|common|mutual|plebeian|rough-cut|uncouth|unwashed|usual|vernacular|vulgar,
type,type,NOUN,211,type,case|character|eccentric|type,kind|sort|form|variety|adult|grownup|taxonomic group|taxonomic category|taxon|character|graph|grapheme|graphic symbol|symbol|block
format,format,NOUN,211,format,data format|data formatting|format|formatting,information|info|appearance|visual aspect
scientific,scientific,ADJ,211,scientif,scientific,
medical,medical,ADJ,211,medic,aesculapian|medical,
visualization,visualization,NOUN,211,visual,visual image|visualisation|visualization,image|mental image
opened,open,VERB,211,open,afford|give|open|open up|spread|spread out|unfold,change state|turn|start|start up|embark on|commence|undo|yield|give|afford|arise|come up|move|go|expose|exhibit|display
various,various,ADJ,211,variou,assorted|diverse|respective(a)|several(a)|various|various(a)|versatile,
viewer,viewer,NOUN,211,viewer,looker|spectator|viewer|watcher|witness,perceiver|percipient|observer|beholder|optical device
software,software,NOUN,211,softwar,computer software|package|software|software package|software program|software system,code|computer code
future,future,NOUN,212,futur,future|future tense|futurity|hereafter|time to come,time|tense|commodity|trade good|good
proposed,propose,VERB,212,propos,advise|aim|declare oneself|nominate|offer|pop the question|project|propose|purport|purpose|suggest,declare|plan|intend|mean|think|choose|take|select|pick out|request
models,models,NOUN,212,model,,NA
improved,improve,VERB,212,improv,ameliorate|amend|better|improve|meliorate,change|alter|modify|change state|turn
image,image,NOUN,212,imag,double|effigy|epitome|figure|figure of speech|icon|ikon|image|look-alike|mental image|paradigm|persona|picture|prototype|range|range of a function|simulacrum|trope,representation|mental representation|internal representation|appearance|visual aspect|model|example|rhetorical device|person|individual|someone|somebody|mortal|soul|set|impression|effect
analysis,analysis,NOUN,212,analysi,analysis|analytic thinking|depth psychology|psychoanalysis,investigation|investigating|reasoning|logical thinking|abstract thought|criticism|literary criticism|expressive style|style|calculus|infinitesimal calculus|psychotherapy
along,along,ADV,212,along,along|on,NA
other,other,ADJ,212,other,early(a)|former(a)|other|other(a),
modalities,modality,NOUN,212,modal,modality|mode|mood|sense modality|sensory system,logical relation|grammatical relation|sense|sensation|sentience|sentiency|sensory faculty|treatment|intervention
pam,pam,NOUN,212,pam,,NA
imaging,image,VERB,212,imag,envision|fancy|figure|image|picture|project|see|visualise|visualize,visualize|visualise|imagine|conceive of|ideate|envisage
such,such,ADJ,212,such,such(a),
as,as,ADV,212,a,as|equally|every bit,
lipids,lipid,NOUN,212,lipid,lipid|lipide|lipoid,macromolecule|supermolecule
tumor,tumor,NOUN,212,tumor,neoplasm|tumor|tumour,growth
cells,cell,NOUN,212,cell,cadre|cell|cellphone|cellular phone|cellular telephone|cubicle|electric cell|jail cell|mobile phone|prison cell,compartment|living thing|animate thing|electrical device|political unit|political entity|radiotelephone|radiophone|wireless telephone|room
oxygen,oxygan,NOUN,212,oxygan,,NA
saturation,saturation,NOUN,212,satur,chroma|impregnation|intensity|saturation|vividness,permeation|pervasion|suffusion|filling|condition|status|color property
melanoma,melanoma,NOUN,212,melanoma,malignant melanoma|melanoma,skin cancer
organs,organ,NOUN,212,organ,electric organ|electronic organ|Hammond organ|harmonium|organ|pipe organ|reed organ,body part|agency|federal agency|government agency|bureau|office|authority|electronic instrument|electronic musical instrument|periodical|keyboard instrument|wind instrument|wind|instrument
also,also,ADV,213,also,also|as well|besides|likewise|too,NA
plan,plan,NOUN,213,plan,architectural plan|design|plan|program|programme,idea|thought|arrangement|organization|organisation|system|drawing
upgrade,upgrade,NOUN,213,upgrad,acclivity|ascent|climb|raise|rise|rising slope|upgrade,slope|incline|side|software|software program|computer software|software system|software package|package|reservation|grade|hardware|computer hardware|improvement
network,network,NOUN,213,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile
incorporating,incorporate,VERB,213,incorpor,comprise|contain|incorporate|integrate,compound|combine|include|make|create|take in|gather in
super,super,ADV,213,super,deathly|exceedingly|extremely|super,
resolution,resolution,NOUN,213,resolut,answer|closure|declaration|firmness|firmness of purpose|resoluteness|resolution|resolve|resolving|resolving power|result|settlement|solution|solvent|solving,document|written document|papers|physical phenomenon|trait|determination|finding|decision making|deciding|breakdown|partitioning|remission|remittal|subsidence|harmony|musical harmony|statement|decision|conclusion
training,training,NOUN,213,train,breeding|education|grooming|preparation|training,activity|upbringing
enhancement,enhancement,NOUN,213,enhanc,enhancement|sweetening,improvement
pa,pa,NOUN,213,pa,atomic number 91|dad|dada|daddy|Keystone State|P.A.|P.A. system|pa|Pa|PA|PA system|Pa.|papa|pappa|pascal|Pennsylvania|pop|protactinium|protoactinium|public address system,father|male parent|begetter|metallic element|metal|pressure unit|communication system
images,image,NOUN,213,imag,double|effigy|epitome|figure|figure of speech|icon|ikon|image|look-alike|mental image|paradigm|persona|picture|prototype|range|range of a function|simulacrum|trope,representation|mental representation|internal representation|appearance|visual aspect|model|example|rhetorical device|person|individual|someone|somebody|mortal|soul|set|impression|effect
native,native,ADJ,213,nativ,aboriginal|native,
image,image,NOUN,213,imag,double|effigy|epitome|figure|figure of speech|icon|ikon|image|look-alike|mental image|paradigm|persona|picture|prototype|range|range of a function|simulacrum|trope,representation|mental representation|internal representation|appearance|visual aspect|model|example|rhetorical device|person|individual|someone|somebody|mortal|soul|set|impression|effect
smaller,smaller,ADJ,213,smaller,littler|smaller,
tissue,tissue,NOUN,213,tissu,tissue|tissue paper,body part|paper
structures,structure,NOUN,213,structur,anatomical structure|bodily structure|body structure|complex body part|construction|social organisation|social organization|social structure|social system|structure,artifact|artefact|constitution|composition|physical composition|makeup|make-up|cognition|knowledge|noesis|body part|system|scheme
cd,cd,PROPN,214,cd,NA,NA
programmed,program,VERB,215,program,program|programme,schedule|create by mental act|create mentally
designed,desig,VERB,215,desig,,NA
model,model,NOUN,215,model,example|exemplar|fashion model|framework|good example|manakin|manikin|mannequin|mannikin|model|modeling|modelling|poser|role model|simulation|theoretical account,hypothesis|possibility|theory|kind|sort|form|variety|assistant|helper|help|supporter|representation|ideal|leader|mental representation|internal representation
