token,lemma,upos,clique,stem,synonyms,hypernyms,text,clique_id
windows,window,NOUN,252,window,window|windowpane,framework|frame|opening|panel|gap|time period|period of time|period|pane|pane of glass|window glass|display|video display,S095741742200094X,S095741742200094X_252
onezero,onezero,ADV,252,onezero,NA,NA,S095741742200094X,S095741742200094X_252
based,base,VERB,252,base,base|establish|found|free-base|ground,situate|locate|drug|do drugs,S095741742200094X,S095741742200094X_252
python,python,NOUN,252,python,python|Python,boa|spirit|disembodied spirit,S095741742200094X,S095741742200094X_252
tensorflow,tensorflow,NOUN,252,tensorflow,NA,NA,S095741742200094X,S095741742200094X_252
build,build,NOUN,252,build,anatomy|bod|body-build|build|chassis|figure|flesh|form|frame|habitus|human body|material body|physical body|physique|shape|soma,bodily property|body|organic structure,S095741742200094X,S095741742200094X_252
neural,neural,ADJ,252,neural,nervous|neural|neuronal|neuronic,NA,S095741742200094X,S095741742200094X_252
network,network,NOUN,252,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile,S095741742200094X,S095741742200094X_252
proposed,propose,VERB,332,propos,advise|aim|declare oneself|nominate|offer|pop the question|project|propose|purport|purpose|suggest,declare|plan|intend|mean|think|choose|take|select|pick out|request,S095741742200094X,S095741742200094X_332
methods,method,NOUN,332,method,method|method acting,know-how|acting|playing|playacting|performing,S095741742200094X,S095741742200094X_332
marked,marke,VERB,332,mark,NA,NA,S095741742200094X,S095741742200094X_332
italics,italic,NOUN,332,ital,italic|Italic|Italic language,longhand|running hand|cursive|cursive script|Indo-European|Indo-European language|Indo-Hittite|font|fount|typeface|face|case,S095741742200094X,S095741742200094X_332
tables,table,NOUN,332,tabl,board|mesa|table|tabular array,array|furniture|piece of furniture|article of furniture|tableland|plateau|gathering|assemblage|fare,S095741742200094X,S095741742200094X_332
best,best,ADJ,332,best,best|best(p)|better(p),NA,S095741742200094X,S095741742200094X_332
values,value,NOUN,332,valu,economic value|note value|time value|value,numerical quantity|worth|measure|quantity|amount|color property|duration|continuance|ideal,S095741742200094X,S095741742200094X_332
bold,bold,ADJ,332,bold,bluff|bold|sheer,NA,S095741742200094X,S095741742200094X_332
same,same,ADJ,94,same,like|same|same(p),NA,S1047320319303268,S1047320319303268_94
time,time,NOUN,94,time,clip|clock time|fourth dimension|meter|metre|prison term|sentence|time,case|instance|example|time period|period of time|period|moment|minute|second|instant|attribute|experience|reading|meter reading|indication|dimension|rhythmicity|term,S1047320319303268,S1047320319303268_94
also,also,ADV,94,also,also|as well|besides|likewise|too,NA,S1047320319303268,S1047320319303268_94
use,use,VERB,94,us,apply|employ|expend|habituate|practice|use|utilise|utilize,consume|ingest|take in|take|have|exploit|work|act|move,S1047320319303268,S1047320319303268_94
cnn,cnn,NOUN,94,cnn,NA,NA,S1047320319303268,S1047320319303268_94
model,model,NOUN,94,model,example|exemplar|fashion model|framework|good example|manakin|manikin|mannequin|mannikin|model|modeling|modelling|poser|role model|simulation|theoretical account,hypothesis|possibility|theory|kind|sort|form|variety|assistant|helper|help|supporter|representation|ideal|leader|mental representation|internal representation,S1047320319303268,S1047320319303268_94
as,as,ADV,94,a,as|equally|every bit,NA,S1047320319303268,S1047320319303268_94
feature,feature,NOUN,94,featur,characteristic|feature|feature article|feature film|feature of speech|lineament,property|attribute|dimension|body part|movie|film|picture|moving picture|moving-picture show|motion picture|motion-picture show|picture show|pic|flick|article|merchandise|ware|product,S1047320319303268,S1047320319303268_94
extractor,extractor,NOUN,94,extractor,cartridge extractor|cartridge remover|centrifuge|extractor|separator,instrument|apparatus|setup|mechanism,S1047320319303268,S1047320319303268_94
so,so,ADV,94,so,and so|hence|indeed|so|then|thence|therefore|thus|thusly,NA,S1047320319303268,S1047320319303268_94
extract,extract,NOUN,94,extract,excerpt|excerption|extract|infusion|selection,solution|passage,S1047320319303268,S1047320319303268_94
features,feature,NOUN,94,featur,characteristic|feature|feature article|feature film|feature of speech|lineament,property|attribute|dimension|body part|movie|film|picture|moving picture|moving-picture show|motion picture|motion-picture show|picture show|pic|flick|article|merchandise|ware|product,S1047320319303268,S1047320319303268_94
different,different,ADJ,94,differ,different,NA,S1047320319303268,S1047320319303268_94
network,network,NOUN,94,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile,S1047320319303268,S1047320319303268_94
layers,layer,NOUN,94,layer,bed|layer|level|stratum,artifact|artefact|region|part|place|hen|biddy|structure|anatomical structure|complex body part|bodily structure|body structure,S1047320319303268,S1047320319303268_94
other,other,ADJ,94,other,early(a)|former(a)|other|other(a),NA,S1047320319303268,S1047320319303268_94
tasks,tasnks,NOUN,94,tasnk,NA,NA,S1047320319303268,S1047320319303268_94
related,relate,ADJ,234,relat,NA,NA,S1047320319303268,S1047320319303268_234
models,models,NOUN,234,model,NA,NA,S1047320319303268,S1047320319303268_234
design,design,NOUN,234,design,aim|blueprint|conception|design|designing|excogitation|figure|innovation|intent|intention|invention|pattern|plan|purpose,creating by mental acts|arrangement|organization|organisation|system|plan|program|programme|decoration|ornament|ornamentation|goal|end|sketch|study|creativity|creativeness|creative thinking,S1047320319303268,S1047320319303268_234
principles,principles,NOUN,234,principl,NA,NA,S1047320319303268,S1047320319303268_234
depth,depth,NOUN,234,depth,astuteness|deepness|depth|profoundness|profundity,extent|degree|grade|level|abasement|degradation|abjection|wisdom|sapience|attribute,S1047320319303268,S1047320319303268_234
learning,learn,VERB,234,learn,acquire|ascertain|check|con|determine|discover|find out|get a line|get wind|get word|hear|instruct|larn|learn|memorise|memorize|pick up|read|see|study|take|teach|watch,study|hit the books|inform,S1047320319303268,S1047320319303268_234
research,research,NOUN,234,research,enquiry|inquiry|research,investigation|investigating|problem solving,S1047320319303268,S1047320319303268_234
image,image,NOUN,234,imag,double|effigy|epitome|figure|figure of speech|icon|ikon|image|look-alike|mental image|paradigm|persona|picture|prototype|range|range of a function|simulacrum|trope,representation|mental representation|internal representation|appearance|visual aspect|model|example|rhetorical device|person|individual|someone|somebody|mortal|soul|set|impression|effect,S1047320319303268,S1047320319303268_234
understanding,understand,NOUN,234,understand,NA,NA,S1047320319303268,S1047320319303268_234
task,task,NOUN,234,task,chore|job|labor|project|task|undertaking,work|duty,S1047320319303268,S1047320319303268_234
also,also,ADV,234,also,also|as well|besides|likewise|too,NA,S1047320319303268,S1047320319303268_234
discussed,discuss,VERB,234,discuss,discourse|discuss|hash out|talk about|talk over,cover|treat|handle|plow|deal|address|talk of|talk about,S1047320319303268,S1047320319303268_234
kernels,kernel,NOUN,97,kernel,center|centre|core|essence|gist|heart|heart and soul|inwardness|kernel|marrow|meat|nitty-gritty|nub|pith|substance|sum,plant part|plant structure|grain|caryopsis|content|cognitive content|mental object,S1077314217300620,S1077314217300620_97
belonging,belonge,VERB,97,belong,NA,NA,S1077314217300620,S1077314217300620_97
convolutional,convolutional,ADJ,97,convolut,NA,NA,S1077314217300620,S1077314217300620_97
layers,layer,NOUN,97,layer,bed|layer|level|stratum,artifact|artefact|region|part|place|hen|biddy|structure|anatomical structure|complex body part|bodily structure|body structure,S1077314217300620,S1077314217300620_97
as,as,ADV,97,a,as|equally|every bit,NA,S1077314217300620,S1077314217300620_97
weights,weight,NOUN,97,weight,exercising weight|free weight|system of weights|weight|weight unit|weightiness|weighting,physical property|sports equipment|importance|artifact|artefact|oppression|oppressiveness|system of measurement|metric|unit of measurement|unit|coefficient,S1077314217300620,S1077314217300620_97
neural,neural,ADJ,97,neural,nervous|neural|neuronal|neuronic,NA,S1077314217300620,S1077314217300620_97
connections,connections,NOUN,97,connect,NA,NA,S1077314217300620,S1077314217300620_97
fully,fully,ADV,97,fulli,amply|full|fully|in full|to the full,NA,S1077314217300620,S1077314217300620_97
connected,connect,VERB,97,connect,associate|colligate|connect|get in touch|join|link|link up|plug in|plug into|relate|tie|tie in|touch base|unite,think|cogitate|cerebrate|join|hit|strike|impinge on|run into|collide with|be|relate|interact|insert|infix|enter|introduce,S1077314217300620,S1077314217300620_97
optimised,optimise,VERB,97,optimis,optimise|optimize,perfect|hone|modify|act|behave|do,S1077314217300620,S1077314217300620_97
training,training,NOUN,97,train,breeding|education|grooming|preparation|training,activity|upbringing,S1077314217300620,S1077314217300620_97
back,back,ADV,97,back,back|backward|backwards|rearward|rearwards,NA,S1077314217300620,S1077314217300620_97
propagation,propagation,NOUN,97,propag,extension|generation|multiplication|propagation,dissemination|airing|public exposure|spreading|reproduction|procreation|breeding|facts of life|physical phenomenon,S1077314217300620,S1077314217300620_97
goal,goal,NOUN,130,goal,destination|end|finish|goal,content|cognitive content|mental object|end|terminal|game equipment|score,S1077314217300620,S1077314217300620_130
create,create,VERB,130,creat,create|make|produce,act|move|appoint|charge|make|create,S1077314217300620,S1077314217300620_130
database,database,NOUN,130,databas,database,information|info,S1077314217300620,S1077314217300620_130
storing,storing,NOUN,130,store,NA,NA,S1077314217300620,S1077314217300620_130
triples,triple,NOUN,130,tripl,three-bagger|three-base hit|triad|trio|triple|triplet,base hit|safety|set|multiple,S1077314217300620,S1077314217300620_130
consisting,consist,VERB,130,consist,comprise|consist|dwell|lie|lie in,exist|be|match|fit|correspond|check|jibe|gibe|tally|agree,S1077314217300620,S1077314217300620_130
feature,feature,NOUN,130,featur,characteristic|feature|feature article|feature film|feature of speech|lineament,property|attribute|dimension|body part|movie|film|picture|moving picture|moving-picture show|motion picture|motion-picture show|picture show|pic|flick|article|merchandise|ware|product,S1077314217300620,S1077314217300620_130
vector,vector,NOUN,130,vector,transmitter|vector,variable|variable quantity|straight line|agent|virus,S1077314217300620,S1077314217300620_130
fi,fi,NOUN,130,fi,NA,NA,S1077314217300620,S1077314217300620_130
vote,vote,NOUN,130,vote,ballot|balloting|right to vote|suffrage|vote|voter turnout|voting,choice|selection|option|pick|group action|franchise|enfranchisement|body|numerical quantity,S1077314217300620,S1077314217300620_130
segmentation,segmentation,NOUN,130,segment,cleavage|division|partition|partitioning|sectionalisation|sectionalization|segmentation,cell division|cellular division|separation,S1077314217300620,S1077314217300620_130
patch,patch,NOUN,130,patch,bandage|dapple|darn|eyepatch|fleck|maculation|mend|patch|piece|plot|plot of ground|plot of land|speckle|spell|spot|temporary hookup|while,marking|tract|piece of land|piece of ground|parcel of land|parcel|piece of cloth|piece of material|time|program|programme|computer program|computer programme|connection|connexion|connector|connecter|connective|lash-up|contrivance|sewing|stitchery|cloth covering|dressing|medical dressing,S1077314217300620,S1077314217300620_130
since,since,ADV,138,sinc,NA,NA,S1077314217300620,S1077314217300620_138
region,region,NOUN,138,region,area|neighborhood|part|realm|region,location|body part|indefinite quantity|knowledge domain|knowledge base|domain,S1077314217300620,S1077314217300620_138
interest,interest,NOUN,138,interest,interest|interest group|interestingness|involvement|pastime|pursuit|sake|stake,curiosity|wonder|benefit|welfare|power|powerfulness|fixed charge|fixed cost|fixed costs|share|portion|part|percentage|social group|diversion|recreation,S1077314217300620,S1077314217300620_138
occurs,occur,NOUN,138,occur,NA,NA,S1077314217300620,S1077314217300620_138
only,only,ADV,138,onli,alone|but|entirely|exclusively|just|merely|only|only if|only when|simply|solely,NA,S1077314217300620,S1077314217300620_138
once,once,ADV,138,onc,at one time|erst|erstwhile|formerly|in one case|once|one time,NA,S1077314217300620,S1077314217300620_138
volume,volume,NOUN,138,volum,book|bulk|intensity|loudness|mass|volume,measure|quantity|amount|magnitude|product|production|publication|sound property,S1077314217300620,S1077314217300620_138
smooth,smooth,ADJ,138,smooth,bland|fluent|fluid|legato|liquid|placid|politic|quiet|smooth|still|suave|tranquil|unruffled,NA,S1077314217300620,S1077314217300620_138
final,final,ADJ,138,final,concluding|final|last|net|terminal,NA,S1077314217300620,S1077314217300620_138
vote,vote,NOUN,138,vote,ballot|balloting|right to vote|suffrage|vote|voter turnout|voting,choice|selection|option|pick|group action|franchise|enfranchisement|body|numerical quantity,S1077314217300620,S1077314217300620_138
map,map,NOUN,138,map,function|map|mapping|mathematical function|single-valued function,representation|mathematical relation,S1077314217300620,S1077314217300620_138
retrieve,retrieve,VERB,138,retriev,call back|call up|find|recall|recollect|recover|regain|remember|retrieve|think,get|acquire|bring|convey|fetch,S1077314217300620,S1077314217300620_138
centroid,centroid,NOUN,138,centroid,centroid,center of mass|centre of mass,S1077314217300620,S1077314217300620_138
finding,find,NOUN,138,find,breakthrough|discovery|find|uncovering,insight|brainstorm|brainwave|act|deed|human action|human activity,S1077314217300620,S1077314217300620_138
location,location,NOUN,138,locat,emplacement|fix|localisation|localization|locating|location|placement|position|positioning,object|physical object|activity|determination|finding|workplace|work,S1077314217300620,S1077314217300620_138
c,class,NOUN,138,class,category|class|course|course of instruction|course of study|division|family|form|grade|social class|socio-economic class|stratum|year,collection|aggregation|accumulation|assemblage|gathering|people|education|instruction|teaching|pedagogy|didactics|educational activity|league|conference|taxonomic group|taxonomic category|taxon|elegance,S1077314217300620,S1077314217300620_138
where,where,ADV,138,where,NA,NA,S1077314217300620,S1077314217300620_138
maximal,maximal,ADJ,138,maxim,maximal|maximum,NA,S1077314217300620,S1077314217300620_138
value,value,NOUN,138,valu,economic value|note value|time value|value,numerical quantity|worth|measure|quantity|amount|color property|duration|continuance|ideal,S1077314217300620,S1077314217300620_138
reached,reach,VERB,138,reach,accomplish|achieve|arrive at|attain|contact|extend to|gain|get hold of|get through|get to|give|hand|hit|make|pass|pass on|progress to|reach|reach out|strain|strive|touch|turn over,arrive|get|come|move|communicate|intercommunicate|succeed|win|come through|bring home the bacon|deliver the goods|be|achieve|accomplish|attain|reach|transfer|tug|labor|labour|push|drive,S1077314217300620,S1077314217300620_138
figure,figure,VERB,138,figur,calculate|cipher|compute|count on|cypher|enter|envision|estimate|fancy|figure|forecast|image|picture|project|reckon|see|visualise|visualize|work out,evaluate|pass judgment|judge|be|imagine|conceive of|ideate|envisage|reason|grok|get the picture|comprehend|savvy|dig|grasp|compass|apprehend,S1077314217300620,S1077314217300620_138
twoc,twoc,NOUN,138,twoc,NA,NA,S1077314217300620,S1077314217300620_138
region,region,NOUN,140,region,area|neighborhood|part|realm|region,location|body part|indefinite quantity|knowledge domain|knowledge base|domain,S1077314217300620,S1077314217300620_140
interest,interest,NOUN,140,interest,interest|interest group|interestingness|involvement|pastime|pursuit|sake|stake,curiosity|wonder|benefit|welfare|power|powerfulness|fixed charge|fixed cost|fixed costs|share|portion|part|percentage|social group|diversion|recreation,S1077314217300620,S1077314217300620_140
now,now,ADV,140,now,at once|at present|directly|forthwith|immediately|instantly|like a shot|now|nowadays|right away|straight off|straightaway|today,NA,S1077314217300620,S1077314217300620_140
segmented,segment,VERB,140,segment,section|segment,separate|divide|part|separate|divide|part,S1077314217300620,S1077314217300620_140
projecting,project,VERB,140,project,cast|contrive|design|envision|externalise|externalize|fancy|figure|image|jut|jut out|picture|plan|project|propose|protrude|see|send off|stick out|throw|visualise|visualize,communicate|intercommunicate|transmit|transfer|transport|channel|channelize|channelise|show|cause to be perceived|draw|create by mental act|create mentally|plan|imagine|conceive of|ideate|envisage|send|direct|propel|impel|impute|ascribe|assign|attribute,S1077314217300620,S1077314217300620_140
votes,vote,NOUN,140,vote,ballot|balloting|right to vote|suffrage|vote|voter turnout|voting,choice|selection|option|pick|group action|franchise|enfranchisement|body|numerical quantity,S1077314217300620,S1077314217300620_140
take,take,VERB,140,take,accept|acquire|admit|adopt|aim|ask|assume|bring|call for|carry|charter|choose|claim|conduct|consider|consume|contain|contract|convey|deal|demand|direct|drive|engage|exact|fill|film|get|get hold of|guide|have|hire|hold|ingest|involve|lead|learn|lease|look at|make|necessitate|need|occupy|pack|pick out|postulate|read|remove|rent|require|select|shoot|strike|study|submit|subscribe|subscribe to|take|take aim|take away|take in|take on|take up|train|use up|withdraw,NA,S1077314217300620,S1077314217300620_140
binary,binary,NOUN,140,binari,binary|binary program|binary star|double star,star|program|programme|computer program|computer programme,S1077314217300620,S1077314217300620_140
values,value,NOUN,140,valu,economic value|note value|time value|value,numerical quantity|worth|measure|quantity|amount|color property|duration|continuance|ideal,S1077314217300620,S1077314217300620_140
need,need,VERB,140,need,ask|call for|demand|involve|necessitate|need|postulate|require|take|want,NA,S1077314217300620,S1077314217300620_140
scaled,scal,VERB,140,scal,NA,NA,S1077314217300620,S1077314217300620_140
centered,centere,VERB,140,center,NA,NA,S1077314217300620,S1077314217300620_140
appropriate,appropriate,ADJ,140,appropri,appropriate,NA,S1077314217300620,S1077314217300620_140
locations,location,NOUN,140,locat,emplacement|fix|localisation|localization|locating|location|placement|position|positioning,object|physical object|activity|determination|finding|workplace|work,S1077314217300620,S1077314217300620_140
order,order,NOUN,140,order,club|decree|edict|fiat|gild|guild|Holy Order|lodge|monastic order|order|Order|order of magnitude|ordering|orderliness|ordination|parliamentary law|parliamentary procedure|purchase order|rescript|rules of order|social club|society,command|bid|bidding|dictation|magnitude|state|arrangement|condition|status|act|enactment|commercial document|commercial instrument|association|rule|prescript|position|sect|religious sect|religious order|taxonomic group|taxonomic category|taxon|request|asking|artistic style|idiom|organization|organisation,S1077314217300620,S1077314217300620_140
produce,produce,VERB,140,produc,acquire|bring about|bring forth|bring on|bring out|create|develop|farm|get|give rise|grow|make|produce|raise,make|create|expose|exhibit|display|cultivate|change,S1077314217300620,S1077314217300620_140
desired,desire,VERB,140,desir,desire|hope|trust|want,wish|request|ask for|bespeak|call for|quest,S1077314217300620,S1077314217300620_140
effect,effect,NOUN,140,effect,burden|consequence|core|effect|essence|event|force|gist|impression|issue|outcome|result|upshot,phenomenon|appearance|visual aspect|impression|feeling|belief|notion|opinion|meaning|significance|signification|import|validity|validness|symptom,S1077314217300620,S1077314217300620_140
segmentation,segmentation,NOUN,140,segment,cleavage|division|partition|partitioning|sectionalisation|sectionalization|segmentation,cell division|cellular division|separation,S1077314217300620,S1077314217300620_140
map,map,NOUN,140,map,function|map|mapping|mathematical function|single-valued function,representation|mathematical relation,S1077314217300620,S1077314217300620_140
original,original,ADJ,183,origin,original,NA,S1084804520301624,S1084804520301624_183
mapping,map,NOUN,183,map,function|map|mapping|mathematical function|single-valued function,representation|mathematical relation,S1084804520301624,S1084804520301624_183
recast,recast,NOUN,183,recast,NA,NA,S1084804520301624,S1084804520301624_183
f,f,NOUN,183,f,atomic number 9|degree Fahrenheit|f|F|farad|fluorine,degree|chemical element|element|gas|halogen|capacitance unit|letter|letter of the alphabet|alphabetic character,S1084804520301624,S1084804520301624_183
x,x,NOUN,183,x,10|Adam|cristal|decade|disco biscuit|ecstasy|ex|go|hug drug|ten|tenner|x|X|XTC,large integer|letter|letter of the alphabet|alphabetic character|methylenedioxymethamphetamine|MDMA,S1084804520301624,S1084804520301624_183
precisions,precision,NOUN,316,precis,preciseness|precision,exactness|exactitude,S1084804520301624,S1084804520301624_316
dos,do,PROPN,316,do,NA,NA,S1084804520301624,S1084804520301624_316
classifiers,classifier,NOUN,316,classifi,classifier,thinker|word|morpheme,S1084804520301624,S1084804520301624_316
shown,show,VERB,316,show,bear witness|demo|demonstrate|depict|designate|establish|evidence|evince|exhibit|express|indicate|picture|point|present|prove|read|record|register|render|shew|show|show up|testify|usher,show|confirm|corroborate|sustain|substantiate|support|affirm|inform|represent|interpret|convey|appear|indicate|read|register|record|lead|take|direct|conduct|guide|race|run,S1084804520301624,S1084804520301624_316
table,table,NOUN,316,tabl,board|mesa|table|tabular array,array|furniture|piece of furniture|article of furniture|tableland|plateau|gathering|assemblage|fare,S1084804520301624,S1084804520301624_316
eight,eight,NOUN,316,eight,8|Ashcan School|eight|Eight|eight-spot|eighter|eighter from Decatur|octad|octet|octonary|ogdoad|VIII,digit|figure|school|artistic movement|art movement|spot,S1084804520301624,S1084804520301624_316
section,section,NOUN,34,section,department|discussion section|division|incision|part|plane section|section|segment|subdivision|surgical incision,writing|written material|piece of writing|music|slice|area|country|part|portion|team|squad|concept|conception|construct|square mile|expanse|surface area|class|form|grade|course|musical organization|musical organisation|musical group|army unit|division|segment|cut|cutting,S1084804520302861,S1084804520302861_34
review,review,NOUN,34,review,brushup|critical review|critique|follow-up|followup|inspection|limited review|reappraisal|reassessment|recap|recapitulation|reexamination|revaluation|review|review article|revue,appraisal|assessment|criticism|literary criticism|examination|scrutiny|accounting|accounting system|method of accounting|variety show|variety|periodical|capitulation|proceeding|legal proceeding|proceedings|exercise|practice|drill|practice session|recitation,S1084804520302861,S1084804520302861_34
status,status,NOUN,34,statu,condition|position|status,state,S1084804520302861,S1084804520302861_34
existing,exist,VERB,34,exist,be|exist|live|subsist|survive,NA,S1084804520302861,S1084804520302861_34
work,work,NOUN,34,work,body of work|employment|oeuvre|piece of work|study|work|workplace,activity|product|production|occupation|business|job|line of work|line|learning|acquisition|energy|free energy|geographic point|geographical point|end product|output,S1084804520302861,S1084804520302861_34
construction,construction,NOUN,34,construct,building|construction|expression|grammatical construction|mental synthesis|structure|twist,creating from raw materials|constituent|grammatical constituent|thinking|thought|thought process|cerebration|intellection|mentation|artifact|artefact|mathematical process|mathematical operation|operation|interpretation|commercial enterprise|business enterprise|business,S1084804520302861,S1084804520302861_34
complex,complex,NOUN,34,complex,building complex|complex|composite|coordination compound,whole|compound|chemical compound|feeling|structure|construction,S1084804520302861,S1084804520302861_34
network,network,NOUN,34,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile,S1084804520302861,S1084804520302861_34
micro,micro,NOUN,34,micro,NA,NA,S1084804520302861,S1084804520302861_34
blog,blog,NOUN,34,blog,blog|web log,diary|journal,S1084804520302861,S1084804520302861_34
presented,present,VERB,34,present,acquaint|award|confront|deliver|demo|demonstrate|exhibit|face|gift|give|introduce|lay out|portray|pose|present|represent|salute|show|stage|submit,show|state|say|tell|re-create|give|constitute|represent|make up|comprise|be|allocate|apportion|talk|speak|utter|mouth|verbalize|verbalise|inform|interpret|introduce|present|acquaint|greet|recognize|recognise,S1084804520302861,S1084804520302861_34
word,word,NOUN,105,word,Bible|Book|Christian Bible|countersign|discussion|give-and-take|Good Book|Holy Scripture|Holy Writ|intelligence|Logos|news|parole|password|Scripture|Son|tidings|watchword|word|Word|Word of God|word of honor,language unit|linguistic unit|statement|information|info|order|speech|speech communication|spoken communication|spoken language|language|voice communication|oral communication|promise|computer memory unit|positive identification|secret|arcanum|sacred text|sacred writing|religious writing|religious text,S1084804520302861,S1084804520302861_105
set,set,VERB,105,set,adjust|arrange|coif|coiffe|coiffure|congeal|correct|countersink|define|determine|do|dress|fix|fructify|gear up|go down|go under|jell|lay|lay out|limit|localise|localize|mark|place|plant|pose|position|prepare|put|ready|rig|set|set up|sic|specify|typeset,move|displace|choose|take|select|pick out|lay down|establish|make|change|alter|modify|arrange|set up|adjust|set|correct|stage|present|represent|descend|fall|go down|come down|compose|write|put|place|pose|position|lay|originate|initiate|start|solidify|print|impress|bury|sink|hone|assail|assault|set on|attack|estimate|gauge|approximate|guess|judge|equip|fit|fit out|outfit|fix|prepare|ready|gear up|reproduce|procreate|multiply|groom|neaten,S1084804520302861,S1084804520302861_105
treated,treat,VERB,105,treat,address|care for|cover|deal|do by|handle|plow|process|regale|treat,interact|affect|impact|bear upon|bear on|touch on|touch|broach|initiate|give|gift|present|provide|supply|ply|cater|negociate|react|respond,S1084804520302861,S1084804520302861_105
as,as,ADV,105,a,as|equally|every bit,NA,S1084804520302861,S1084804520302861_105
micro,micro,NOUN,105,micro,NA,NA,S1084804520302861,S1084804520302861_105
blog,blog,NOUN,105,blog,blog|web log,diary|journal,S1084804520302861,S1084804520302861_105
examples,example,NOUN,214,exampl,case|deterrent example|example|exemplar|exercise|good example|illustration|instance|lesson|model|object lesson|representative,information|representation|mental representation|internal representation|ideal|admonition|monition|warning|word of advice|happening|occurrence|occurrent|natural event|lesson,S1084804520302861,S1084804520302861_214
feature,feature,NOUN,214,featur,characteristic|feature|feature article|feature film|feature of speech|lineament,property|attribute|dimension|body part|movie|film|picture|moving picture|moving-picture show|motion picture|motion-picture show|picture show|pic|flick|article|merchandise|ware|product,S1084804520302861,S1084804520302861_214
words,word,NOUN,214,word,Bible|Book|Christian Bible|countersign|discussion|give-and-take|Good Book|Holy Scripture|Holy Writ|intelligence|Logos|news|parole|password|Scripture|Son|tidings|watchword|word|Word|Word of God|word of honor,language unit|linguistic unit|statement|information|info|order|speech|speech communication|spoken communication|spoken language|language|voice communication|oral communication|promise|computer memory unit|positive identification|secret|arcanum|sacred text|sacred writing|religious writing|religious text,S1084804520302861,S1084804520302861_214
dataset,dataset,NOUN,214,dataset,NA,NA,S1084804520302861,S1084804520302861_214
shown,show,VERB,214,show,bear witness|demo|demonstrate|depict|designate|establish|evidence|evince|exhibit|express|indicate|picture|point|present|prove|read|record|register|render|shew|show|show up|testify|usher,show|confirm|corroborate|sustain|substantiate|support|affirm|inform|represent|interpret|convey|appear|indicate|read|register|record|lead|take|direct|conduct|guide|race|run,S1084804520302861,S1084804520302861_214
table,table,NOUN,214,tabl,board|mesa|table|tabular array,array|furniture|piece of furniture|article of furniture|tableland|plateau|gathering|assemblage|fare,S1084804520302861,S1084804520302861_214
second,second,ADV,263,second,second|secondly,NA,S1084804520302861,S1084804520302861_263
level,level,NOUN,263,level,degree|floor|grade|horizontal surface|layer|level|point|spirit level|stage|storey|story|stratum|tier,property|rank|state|altitude|height|indicator|surface|place|structure|construction,S1084804520302861,S1084804520302861_263
msbn,msbn,NOUN,263,msbn,NA,NA,S1084804520302861,S1084804520302861_263
shown,show,VERB,263,show,bear witness|demo|demonstrate|depict|designate|establish|evidence|evince|exhibit|express|indicate|picture|point|present|prove|read|record|register|render|shew|show|show up|testify|usher,show|confirm|corroborate|sustain|substantiate|support|affirm|inform|represent|interpret|convey|appear|indicate|read|register|record|lead|take|direct|conduct|guide|race|run,S1084804520302861,S1084804520302861_263
figure,figure,VERB,263,figur,calculate|cipher|compute|count on|cypher|enter|envision|estimate|fancy|figure|forecast|image|picture|project|reckon|see|visualise|visualize|work out,evaluate|pass judgment|judge|be|imagine|conceive of|ideate|envisage|reason|grok|get the picture|comprehend|savvy|dig|grasp|compass|apprehend,S1084804520302861,S1084804520302861_263
darker,darker,NOUN,263,darker,NA,NA,S1084804520302861,S1084804520302861_263
color,color,NOUN,263,color,color|coloration|coloring|coloring material|colour|colouration|colouring|colouring material|gloss|semblance|vividness,visual property|interest|interestingness|timbre|timber|quality|tone|appearance|visual aspect|material|stuff|kind|sort|form|variety,S1084804520302861,S1084804520302861_263
higher,higher,ADJ,263,higher,higher(a),NA,S1084804520302861,S1084804520302861_263
attention,attention,NOUN,263,attent,aid|attending|attention|care|tending,basic cognitive process|work|attraction|attractor|attracter|attractive feature|magnet|courtesy|faculty|mental faculty|module|stance,S1084804520302861,S1084804520302861_263
classify,classify,NOUN,84,classifi,NA,NA,S1110016821002349,S1110016821002349_84
oracle,oracle,NOUN,84,oracl,oracle|prophesier|prophet|seer|vaticinator,diviner|prophecy|divination|shrine,S1110016821002349,S1110016821002349_84
characters,characters,NOUN,84,charact,NA,NA,S1110016821002349,S1110016821002349_84
similar,similar,ADJ,84,similar,alike(p)|exchangeable|interchangeable|like|similar|standardised|standardized,NA,S1110016821002349,S1110016821002349_84
semantics,semantic,NOUN,84,semant,NA,NA,S1110016821002349,S1110016821002349_84
necessary,necessary,ADJ,84,necessari,necessary,NA,S1110016821002349,S1110016821002349_84
construct,construct,NOUN,84,construct,concept|conception|construct,idea|thought,S1110016821002349,S1110016821002349_84
character,character,NOUN,84,charact,case|character|character reference|eccentric|fiber|fibre|fictional character|fictitious character|graph|grapheme|graphic symbol|lineament|part|persona|quality|reference|role|theatrical role|type,imaginary being|imaginary creature|property|attribute|dimension|trait|portrayal|characterization|enactment|personation|adult|grownup|repute|reputation|recommendation|testimonial|good word|written symbol|printed symbol,S1110016821002349,S1110016821002349_84
